,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта,year_range,Number_of_storeys_range,year_range_1959-1989,year_range_1990-2000,year_range_2001-2010,year_range_2011-2024,Number_of_storeys_range_3-4,Number_of_storeys_range_5-9,Number_of_storeys_range_10-12,Number_of_storeys_range_> 13
3659,"ул. Набережная р. Уфы, д.17",Многоквартирный дом,9,1991,7601.3,1990-2000,5-9,False,True,False,False,False,True,False,False
3660,"ул. Набережная р. Уфы, д.17 корп.1",Многоквартирный дом,9,1992,3806.8,1990-2000,5-9,False,True,False,False,False,True,False,False
3661,"ул. Набережная р. Уфы, д.19",Многоквартирный дом,9,1991,5681.2,1990-2000,5-9,False,True,False,False,False,True,False,False
3662,"ул. Набережная р. Уфы, д.21",Нежилой дом,7,,5874.72,,5-9,False,False,False,False,False,True,False,False
3663,"ул. Набережная р. Уфы, д.23",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
3664,"ул. Набережная р. Уфы, д.25",Многоквартирный дом,18,2011,12004.3,2011-2024,> 13,False,False,False,True,False,False,False,True
3665,"ул. Набережная р. Уфы, д.27",Многоквартирный дом,13,2013,3745.9,2011-2024,> 13,False,False,False,True,False,False,False,True
3666,"ул. Набережная р. Уфы, д.29 корп.2",Многоквартирный дом,9,1993,4235.5,1990-2000,5-9,False,True,False,False,False,True,False,False
3667,"ул. Набережная р. Уфы, д.3",Многоквартирный дом,10,2000,8698.5,1990-2000,10-12,False,True,False,False,False,False,True,False
3668,"ул. Набережная р. Уфы, д.3 корп.1",Многоквартирный дом,9,1998,4966.7,1990-2000,5-9,False,True,False,False,False,True,False,False
3669,"ул. Набережная р. Уфы, д.3 корп.2",Многоквартирный дом,7,2000,2512.11,1990-2000,5-9,False,True,False,False,False,True,False,False
3670,"ул. Набережная р. Уфы, д.3 корп.3",Многоквартирный дом,10,2000,8771.4,1990-2000,10-12,False,True,False,False,False,False,True,False
3671,"ул. Набережная р. Уфы, д.3 корп.4",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
3672,"ул. Набережная р. Уфы, д.3 корп.5",Многоквартирный дом,10,2000,6604.3,1990-2000,10-12,False,True,False,False,False,False,True,False
3673,"ул. Набережная р. Уфы, д.3 корп.6",Многоквартирный дом,10,2011,6876.7,2011-2024,10-12,False,False,False,True,False,False,True,False
3674,"ул. Набережная р. Уфы, д.37",Многоквартирный дом,9,1993,5663.9,1990-2000,5-9,False,True,False,False,False,True,False,False
3675,"ул. Набережная р. Уфы, д.37 корп.1",Многоквартирный дом,9,1993,3796.5,1990-2000,5-9,False,True,False,False,False,True,False,False
3676,"ул. Набережная р. Уфы, д.37 корп.2",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
3677,"ул. Набережная р. Уфы, д.39",Многоквартирный дом,9,1999,6450.6,1990-2000,5-9,False,True,False,False,False,True,False,False
3678,"ул. Набережная р. Уфы, д.39 корп.1",Многоквартирный дом,9,1994,5685.1,1990-2000,5-9,False,True,False,False,False,True,False,False
3679,"ул. Набережная р. Уфы, д.39 корп.2",Многоквартирный дом,9,1992,4137.2,1990-2000,5-9,False,True,False,False,False,True,False,False
3680,"ул. Набережная р. Уфы, д.39 корп.3",Многоквартирный дом,20,2014,10541.0,2011-2024,> 13,False,False,False,True,False,False,False,True
3681,"ул. Набережная р. Уфы, д.41",Многоквартирный дом,9,2000,6492.2,1990-2000,5-9,False,True,False,False,False,True,False,False
3682,"ул. Набережная р. Уфы, д.41 корп.1",Многоквартирный дом,9,1994,5726.2,1990-2000,5-9,False,True,False,False,False,True,False,False
3683,"ул. Набережная р. Уфы, д.41 корп.2",Многоквартирный дом,9,1993,4179.7,1990-2000,5-9,False,True,False,False,False,True,False,False
3684,"ул. Набережная р. Уфы, д.41 корп.3",Другое строение,2,1995,0.01,1990-2000,1-2,False,True,False,False,False,False,False,False
3685,"ул. Набережная р. Уфы, д.43",Многоквартирный дом,9,1999,6522.8,1990-2000,5-9,False,True,False,False,False,True,False,False
3686,"ул. Набережная р. Уфы, д.43 корп.1",Многоквартирный дом,9,1993,8254.7,1990-2000,5-9,False,True,False,False,False,True,False,False
3687,"ул. Набережная р. Уфы, д.45",Многоквартирный дом,9,2000,15652.1,1990-2000,5-9,False,True,False,False,False,True,False,False
3688,"ул. Набережная р. Уфы, д.45 корп.1",Многоквартирный дом,9,1992,3841.2,1990-2000,5-9,False,True,False,False,False,True,False,False
3689,"ул. Набережная р. Уфы, д.45 корп.2",Многоквартирный дом,9,1992,5691.0,1990-2000,5-9,False,True,False,False,False,True,False,False
3690,"ул. Набережная р. Уфы, д.45 корп.3",Многоквартирный дом,12,2001,9353.1,2001-2010,10-12,False,False,True,False,False,False,True,False
3691,"ул. Набережная р. Уфы, д.45 корп.4",Многоквартирный дом,9,2002,1832.0,2001-2010,5-9,False,False,True,False,False,True,False,False
3692,"ул. Набережная р. Уфы, д.47",Многоквартирный дом,9,1993,3829.9,1990-2000,5-9,False,True,False,False,False,True,False,False
3693,"ул. Набережная р. Уфы, д.47 корп.1",Многоквартирный дом,12,2001,3394.8,2001-2010,10-12,False,False,True,False,False,False,True,False
3694,"ул. Набережная р. Уфы, д.49",Многоквартирный дом,9,1995,3834.0,1990-2000,5-9,False,True,False,False,False,True,False,False
3695,"ул. Набережная р. Уфы, д.51",Многоквартирный дом,9,1995,3836.5,1990-2000,5-9,False,True,False,False,False,True,False,False
3696,"ул. Набережная р. Уфы, д.51 корп.1",Другое строение,4,,0.01,,3-4,False,False,False,False,True,False,False,False
3697,"ул. Набережная р. Уфы, д.55",Многоквартирный дом,12,1996,2976.6,1990-2000,10-12,False,True,False,False,False,False,True,False
3698,"ул. Набережная р. Уфы, д.57",Многоквартирный дом,12,1997,2938.5,1990-2000,10-12,False,True,False,False,False,False,True,False
3699,"ул. Набережная р. Уфы, д.61",Многоквартирный дом,5,2000,4090.0,1990-2000,5-9,False,True,False,False,False,True,False,False
3700,"ул. Набережная р. Уфы, д.63",Многоквартирный дом,9,2002,4670.28,2001-2010,5-9,False,False,True,False,False,True,False,False
3701,"ул. Набережная р. Уфы, д.65",Многоквартирный дом,9,2003,4390.3,2001-2010,5-9,False,False,True,False,False,True,False,False
3702,"ул. Набережная р. Уфы, д.67",Многоквартирный дом,9,1999,5101.9,1990-2000,5-9,False,True,False,False,False,True,False,False
3703,"ул. Набережная р. Уфы, д.69",Многоквартирный дом,10,2004,5171.2,2001-2010,10-12,False,False,True,False,False,False,True,False
3704,"ул. Набережная р. Уфы, д.69 корп.1",Многоквартирный дом,10,2004,5160.89,2001-2010,10-12,False,False,True,False,False,False,True,False
3705,"ул. Набережная р. Уфы, д.69 корп.2",Другое строение,3,2009,0.01,2001-2010,3-4,False,False,True,False,True,False,False,False
3706,"ул. Набережная р. Уфы, д.69 корп.3",Другое строение,2,2014,0.01,2011-2024,1-2,False,False,False,True,False,False,False,False
3707,"ул. Набережная р. Уфы, д.7",Многоквартирный дом,9,1992,5714.0,1990-2000,5-9,False,True,False,False,False,True,False,False
3708,"ул. Набережная р. Уфы, д.71 корп.А",Многоквартирный дом,10,2005,3748.5,2001-2010,10-12,False,False,True,False,False,False,True,False
3709,"ул. Набережная р. Уфы, д.71 корп.Б",Многоквартирный дом,10,2005,2844.4,2001-2010,10-12,False,False,True,False,False,False,True,False
3710,"ул. Набережная р. Уфы, д.71 корп.В",Многоквартирный дом,10,2005,2831.4,2001-2010,10-12,False,False,True,False,False,False,True,False
3711,"ул. Набережная р. Уфы, д.71 корп.Г",Многоквартирный дом,10,2005,3541.1,2001-2010,10-12,False,False,True,False,False,False,True,False
3712,"ул. Набережная р. Уфы, д.71 корп.Д",Многоквартирный дом,10,2005,1897.5,2001-2010,10-12,False,False,True,False,False,False,True,False
3713,"ул. Набережная р. Уфы, д.71 корп.Е",Многоквартирный дом,10,2005,1891.5,2001-2010,10-12,False,False,True,False,False,False,True,False
3714,"ул. Набережная р. Уфы, д.71 корп.Ж",Многоквартирный дом,10,2005,1894.0,2001-2010,10-12,False,False,True,False,False,False,True,False
3715,"ул. Набережная р. Уфы, д.71 корп.И",Многоквартирный дом,10,2005,1769.0,2001-2010,10-12,False,False,True,False,False,False,True,False
3716,"ул. Набережная р. Уфы, д.71 корп.К",Многоквартирный дом,15,2005,3553.7,2001-2010,> 13,False,False,True,False,False,False,False,True
3717,"ул. Набережная р. Уфы, д.71 корп.Л",Многоквартирный дом,15,2005,3808.7,2001-2010,> 13,False,False,True,False,False,False,False,True
3718,"ул. Набережная р. Уфы, д.9",Многоквартирный дом,9,1992,7508.2,1990-2000,5-9,False,True,False,False,False,True,False,False
3719,"ул. Набережная р. Уфы, д.9 корп.1",Многоквартирный дом,9,1992,3815.0,1990-2000,5-9,False,True,False,False,False,True,False,False
3720,"ул. Набережная р. Уфы, д.9 корп.2",Многоквартирный дом,12,1992,5535.4,1990-2000,10-12,False,True,False,False,False,False,True,False
3721,"ул. Набережная, д.69/3*",Другое строение,0,,,,,False,False,False,False,False,False,False,False
3722,"ул. Натальи Ковшовой, д.10",Многоквартирный дом,9,2001,12865.4,2001-2010,5-9,False,False,True,False,False,True,False,False
3723,"ул. Натальи Ковшовой, д.10 корп.1",Другое строение,4,2002,0.01,2001-2010,3-4,False,False,True,False,True,False,False,False
3724,"ул. Натальи Ковшовой, д.11",Многоквартирный дом,9,1992,5683.3,1990-2000,5-9,False,True,False,False,False,True,False,False
3725,"ул. Натальи Ковшовой, д.13",Многоквартирный дом,9,1992,7580.4,1990-2000,5-9,False,True,False,False,False,True,False,False
